date,kind,ticker,name,universe,score,gates,drawdown,fscore,triggered
2026-09-25,52w_low,PLTK,Playtika Holding Corp.,,,,,,
2026-09-25,52w_low,PMT,PennyMac Mortgage Investment Tr,,,,,,
2026-09-25,52w_low,PNR,Pentair plc.,,,,,,
2026-09-25,52w_low,PPL,PPL Corporation,,,,,,
2026-09-25,52w_low,PTLO,Portillo's Inc.,,,,,,
2026-09-25,52w_low,REAX,Real REMAX Group Inc.,,,,,,
2026-09-25,52w_low,RENT,"Rent the Runway, Inc.",,,,,,
2026-09-25,52w_low,REZI,"Resideo Technologies, Inc.",,,,,,
2026-09-25,52w_low,ROAD,"Construction Partners, Inc.",,,,,,
2026-09-25,52w_low,ROL,"Rollins, Inc.",,,,,,
2026-09-25,52w_low,RRR,"Red Rock Resorts, Inc.",,,,,,
2026-09-25,52w_low,RUN,Sunrun Inc.,,,,,,
2026-09-25,52w_low,SEVN,Seven Hills Realty Trust,,,,,,
2026-09-25,52w_low,SFIX,"Stitch Fix, Inc.",,,,,,
2026-09-25,52w_low,SMID,Smith-Midland Corporation,,,,,,
2026-09-25,52w_low,SMPL,The Simply Good Foods Company,,,,,,
2026-09-25,52w_low,SPRY,"ARS Pharmaceuticals, Inc.",,,,,,
2026-09-25,52w_low,SRE,DBA Sempra,,,,,,
2026-09-25,52w_low,SSTK,"Shutterstock, Inc.",,,,,,
2026-09-25,52w_low,STZ,"Constellation Brands, Inc.",,,,,,
2026-09-25,52w_low,TARA,"Protara Therapeutics, Inc.",,,,,,
2026-09-25,52w_low,TBBK,"The Bancorp, Inc.",,,,,,
2026-09-25,52w_low,TDUP,ThredUp Inc.,,,,,,
2026-09-25,52w_low,TGLS,Tecnoglass Holdings Inc.,,,,,,
2026-09-25,52w_low,TPB,"Turning Point Brands, Inc.",,,,,,
2026-09-25,52w_low,TREE,"LendingTree, Inc.",,,,,,
2026-09-25,52w_low,TRTX,"TPG RE Finance Trust, Inc.",,,,,,
2026-09-25,52w_low,TXT,Textron Inc.,,,,,,
2026-09-25,52w_low,TYGO,"Tigo Energy, Inc.",,,,,,
2026-09-25,52w_low,UPB,"Upstream Bio, Inc.",,,,,,
2026-09-25,52w_low,UPST,"Upstart Holdings, Inc.",,,,,,
2026-09-25,52w_low,URG,Ur Energy Inc,,,,,,
2026-09-25,52w_low,USGO,U.S. GoldMining Inc.,,,,,,
2026-09-25,52w_low,VEL,"Velocity Financial, Inc.",,,,,,
2026-09-25,52w_low,VICI,VICI Properties Inc.,,,,,,
2026-09-25,52w_low,VRRM,Verra Mobility Corporation,,,,,,
2026-09-25,52w_low,VYGR,"Voyager Therapeutics, Inc.",,,,,,
2026-09-25,52w_low,WD,"Walker & Dunlop, Inc",,,,,,
2026-09-25,52w_low,WVE,"Wave Life Sciences, Inc.",,,,,,
2026-09-25,52w_low,WYNN,"Wynn Resorts, Limited",,,,,,
2026-09-25,52w_low,XEL,Xcel Energy Inc.,,,,,,
2026-09-25,breakout,ADPT,ADAPTIVE BIOTECHNOLOGIES,R2K,0.606,1,93.7,,
2026-09-25,breakout,ATKR,ATKORE,R2K,0.449,2,72.8,,
2026-09-25,breakout,ATRC,ATRICURE,R2K,0.631,2,77.2,,
2026-09-25,breakout,BLFS,BIOLIFE SOLUTIONS,R2K,0.642,2,84.7,,
2026-09-25,breakout,CDNA,CAREDX,R2K,0.761,1,93.3,,
2026-09-25,breakout,CYRX,CRYOPORT,R2K,0.49,2,94.4,,
2026-09-25,breakout,FTNT,Fortinet,SPX,0.463,1,0.0,,
2026-09-25,breakout,FTNT,"Fortinet, Inc. Common Stock",NDX,0.45,1,0.0,,
2026-09-25,breakout,ILMN,"Illumina, Inc.",SPX,0.621,2,83.0,,
2026-09-25,breakout,IQV,IQVIA,SPX,0.658,2,51.5,,
2026-09-25,breakout,KRT,KARAT PACKAGING INC,R2K,0.428,1,0.0,,
2026-09-25,breakout,META,"Meta Platforms, Inc. Class A Common Stock",NDX,0.55,1,33.3,,
2026-09-25,breakout,MLAB,MESA LABORATORIES,R2K,0.613,1,82.4,,
2026-09-25,breakout,MRNA,Moderna,SPX,0.661,3,93.9,,
2026-09-25,breakout,P,Everpure,SPX,0.544,1,0.0,,
2026-09-25,breakout,PUBM,PUBMATIC CLASS A,R2K,0.656,2,84.3,,
2026-09-25,breakout,TMO,Thermo Fisher Scientific,SPX,0.575,1,0.0,,
2026-09-25,breakout,TWST,TWIST BIOSCIENCE,R2K,0.526,1,0.0,,
2026-09-25,breakout,TXG,10X GENOMICS CLASS A,R2K,0.692,2,96.1,,
2026-09-25,breakout,WAT,Waters Corporation,SPX,0.441,1,0.0,,
2026-09-25,deepvalue,AMPH,"Amphastar Pharmaceuticals, Inc.",R2K,0.634,,60.7,6,True
2026-09-25,deepvalue,APOG,"Apogee Enterprises, Inc.",R2K,0.67,,55.9,6,True
2026-09-25,deepvalue,APTV,Aptiv PLC,SPX,0.788,,56.0,8,True
2026-09-25,deepvalue,ARDT,"Ardent Health, Inc.",R2K,0.632,,47.3,8,True
2026-09-25,deepvalue,BBW,"Build-A-Bear Workshop, Inc.",R2K,0.606,,65.1,6,True
2026-09-25,deepvalue,COLL,"Collegium Pharmaceutical, Inc.",R2K,0.659,,55.0,6,True
2026-09-25,deepvalue,CPRT,"Copart, Inc.",NDX,0.687,,54.8,7,True
2026-09-25,deepvalue,DXC,DXC Technology Company,R2K,0.64,,56.5,6,True
2026-09-25,deepvalue,FISV,"Fiserv, Inc.",SPX,0.629,,80.7,6,True
2026-09-25,deepvalue,ICFI,"ICF International, Inc.",R2K,0.646,,51.8,7,True
2026-09-25,deepvalue,INTU,Intuit Inc.,NDX,0.636,,64.1,7,True
2026-09-25,deepvalue,JBI,"Janus International Group, Inc.",R2K,0.637,,72.4,6,True
2026-09-25,deepvalue,LRN,"Stride, Inc.",R2K,0.637,,53.8,6,True
2026-09-25,deepvalue,MMS,"Maximus, Inc.",R2K,0.705,,45.3,7,True
2026-09-25,deepvalue,NFLX,"Netflix, Inc.",NDX,0.696,,46.7,7,True
2026-09-25,deepvalue,NKE,"Nike, Inc.",SPX,0.617,,68.6,7,True
2026-09-25,deepvalue,NRDS,"NerdWallet, Inc.",R2K,0.819,,52.3,8,True
2026-09-25,deepvalue,ODD,ODDITY Tech Ltd.,R2K,0.6,,77.0,6,True
2026-09-25,deepvalue,PNR,Pentair plc.,SPX,0.658,,50.3,9,True
2026-09-25,deepvalue,VRSK,"Verisk Analytics, Inc.",SPX,0.603,,45.8,8,True
2026-09-25,deepvalue,ZTS,Zoetis Inc.,SPX,0.701,,62.9,8,True
